Ironman K5100 EIP Drive (★Read-only   ▲Set when servo off   ●Valid After Re-power on   ■Volatile parameter   ◊NEO-S Parameters   ○Set/Get through IO assembly ⌂Digit Check required ¤Set when io connection is not established),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,as of 8192021,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
690,P2.086,0,,DINT,0x0000,,▲,,,,,,5,10,7000,275,,RPM,PositionSpeedSwitchLowLevel,Position Speed Switch Level Low,,0x02AC,,PT/PR,,,,,,,,,,,,,,,,,,,,,,,,
691,P2.087,0,,DINT,0x0000,,▲,,,,,,5,300,27500,1575,,RPM,PositionSpeedSwitchHighLevel,Position Speed Switch Level High,,0x02AE,,PT/PR,,,,,,,,,,,,,,,,,,,,,,,,
692,PM.047,0,,INT,0x0010,,▲,●,,,,,1,0,15999,4000,,mm/s,LinearMotorRatedVelocity,Linear Motor Rated Velocity,Linear motor pole pitch,0xFD5E,16,All,,,,,,,,,,,,,,,,,,,,,,,,
693,PM.048,0,,INT,0x0010,,▲,●,,,,,1,0,15999,4000,,mm/s,LinearMotorMaxVelocity,Linear Motor Max Velocity,Linear motor pole pitch,0xFD60,16,All,,,,,,,,,,,,,,,,,,,,,,,,
694,PM.053,0,,INT,0x0010,,▲,,,,,,1,0,5912,0,0.1,Vrms/(m/s),LinearMotorVoltageConstant,Linear Motor Voltage Constant,Linear motor pole pitch,0xFD6A,16,All,,,,,,,,,,,,,,,,,,,,,,,,
695,PN.050,6,20.28.24.01.30.16,SHORT_STRING,0x0010,★,,,■,,,,1,,,,,,EncoderSerialNumber,Encoder Serial Number,"Motor Serial No. (CN2), String [0]~[3]",0xFC64,,All,Encoder Serial Number [0]-[8],,,,,,,,,,,,,,,,,,,,,,,
696,PN.053,0,,INT,0x0000,,▲,,,,,,1,0,4096,20,,Hz,MotorOverloadDerateHz,Motor Overload Derate Hz,"Motor Serial No. (CN2), String [0]~[3]",0xFC6A,,All,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hidden Parameters,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,H1-000,0,,UINT,0x0000,,,,,,,,255,0x0001,0x0002,0x0001,,,H1-000,H1-000,,0xFF00,,,,,,,,,,,,,,,,,,,,,,,,,,
701,H1-001,0,,UINT,0x0000,,,,,,,,255,0x0001,0x200D,0x0001,,,H1-001,H1-001,,0xFF02,,,"1:50W  2:100W  3:400W, 4:750W",,,,,,,,,,,,,,,,,,,,,,,
702,H1-015,0,,INT,0x0000,,,,,,,,255,0,32767,0,,,H1-015,H1-015,,0xFF1E,,,,,,,,,,,,,,,,,,,,,,,,,,
703,H1-017,0,,INT,0x0000,,,,,,,,255,0,32767,0,,,H1-017,H1-017,,0xFF22,,,,,,,,,,,,,,,,,,,,,,,,,,
704,H1-020,0,,INT,0x0000,,,,,,,,255,0,7800,0,,,H1-020,H1-020,,0xFF28,,,,,,,,,,,,,,,,,,,,,,,,,,
705,H1-023,0,,INT,0x0000,,,,,,,,255,1,32767,1,,,H1-023,H1-023,,0xFF2E,,,,,,,,,,,,,,,,,,,,,,,,,,
706,H1-024,0,,INT,0x0000,,,,,,,,255,1,32767,1,,,H1-024,H1-024,,0xFF30,,,,,,,,,,,,,,,,,,,,,,,,,,
707,H1-030,0,,INT,0x0000,,,,,,,,255,13107,19660,13107,,,H1-030,H1-030,,0xFF3C,,,,,,,,,,,,,,,,,,,,,,,,,,
708,H1-032,0,,INT,0x0000,,,,,,,,255,13107,19660,13107,,,H1-032,H1-032,,0xFF40,,,,,,,,,,,,,,,,,,,,,,,,,,
709,H1-059,0,,INT,0x0000,,,,,,,,255,-32768,32767,-32768,,,H1-059,H1-059,,0xFF76,,,,,,,,,,,,,,,,,,,,,,,,,,
710,H1-060,0,,INT,0x0000,,,,,,,,255,500,1000,500,,,H1-060,H1-060,,0xFF78,,,,,,,,,,,,,,,,,,,,,,,,,,
711,H1-061,0,,INT,0x0000,,,,,,,,255,500,1000,500,,,H1-061,H1-061,,0xFF7A,,,,,,,,,,,,,,,,,,,,,,,,,,
712,H1-062,0,,INT,0x0000,,,,,,,,255,150,650,150,,,H1-062,H1-062,,0xFF7C,,,,,,,,,,,,,,,,,,,,,,,,,,
713,H1-081,0,,UINT,0x0000,,,,,,,,255,0x0000,0xFFFF,0x0000,,,H1-081,H1-081,,0xFFA2,,,,,,,,,,,,,,,,,,,,,,,,,,
714,H1-082,0,,INT,0x0000,,,,,,,,255,13107,19660,13107,,,H1-082,H1-082,,0xFFA4,,,,,,,,,,,,,,,,,,,,,,,,,,
715,H1-083,0,,INT,0x0000,,,,,,,,255,13107,19660,13107,,,H1-083,H1-083,,0xFFA6,,,,,,,,,,,,,,,,,,,,,,,,,,
716,H1-084,0,,INT,0x0000,,,,,,,,255,13107,19660,13107,,,H1-084,H1-084,,0xFFA8,,,,,,,,,,,,,,,,,,,,,,,,,,
717,H1-085,0,,INT,0x0000,,,,,,,,255,13107,19660,13107,,,H1-085,H1-085,,0xFFAA,,,,,,,,,,,,,,,,,,,,,,,,,,
718,H2-010,0,,INT,0x0000,,,,,,,,255,-32768,32767,-32768,,,H2-010,H2-010,,0xFE14,,,,,,,,,,,,,,,,,,,,,,,,,,
719,H2-012,0,,INT,0x0000,,,,,,,,255,-32768,32767,-32768,,,H2-012,H2-012,,0xFE18,,,,,,,,,,,,,,,,,,,,,,,,,,
720,H2-013,0,,INT,0x0000,,,,,,,,255,-32768,32767,-32768,,,H2-013,H2-013,,0xFE1A,,,,,,,,,,,,,,,,,,,,,,,,,,
721,H2-015,0,,INT,0x0000,,,,,,,,255,0,511,0,,,H2-015,H2-015,,0xFE1E,,,,,,,,,,,,,,,,,,,,,,,,,,
722,H2-016,0,,UINT,0x0000,,,,,,,,255,0x0000,0xFFFF,0x0000,,,H2-016,H2-016,,0xFE20,,,,,,,,,,,,,,,,,,,,,,,,,,
723,H2-017,0,,UINT,0x0000,,,,,,,,255,0x0000,0x00FF,0x0000,,,H2-017,H2-017,,0xFE22,,,,,,,,,,,,,,,,,,,,,,,,,,
724,H2-071,0,,INT,0x0000,,,,,,,,255,0,200,0,,,H2-071,H2-071,,0xFE8E,,,,,,,,,,,,,,,,,,,,,,,,,,
725,H2-072,0,,INT,0x0000,,,,,,,,255,0,5,0,,,H2-072,H2-072,,0xFE90,,,,,,,,,,,,,,,,,,,,,,,,,,
726,H2-073,0,,INT,0x0000,,,,,,,,255,0,32767,0,,,H2-073,H2-073,,0xFE92,,,,,,,,,,,,,,,,,,,,,,,,,,
727,H2-074,0,,INT,0x0000,,,,,,,,255,0,32767,0,,,H2-074,H2-074,,0xFE94,,,,,,,,,,,,,,,,,,,,,,,,,,
728,H2-075,0,,INT,0x0000,,,,,,,,255,1,15,1,,,H2-075,H2-075,,0xFE96,,,,,,,,,,,,,,,,,,,,,,,,,,
729,H2-076,0,,INT,0x0000,,,,,,,,255,1,1245,1,,,H2-076,H2-076,,0xFE98,,,,,,,,,,,,,,,,,,,,,,,,,,
730,H2-077,0,,DINT,0x0000,,,,,,,,255,-2147483648,2147483647,-2147483648,,,H2-077,H2-077,,0xFE9A,,,,,,,,,,,,,,,,,,,,,,,,,,
731,P1-032,0,,UINT,0x0000,,,,,,,,255,0x0000,0x0020,0x0000,,,P1-032,P1-032,Motor Stop Mode,0x0140,16,,,,,,,,,,,,,,,,,,,,,,,,,
732,P1-031,0,,UINT,0x0000,,,,,,,,255,0x0000,0xFFFF,0x0000,,,BarCodeSwitch,Bar Code Switch,,0x13E,,,,,,,,,,,,,,,,,,,,,,,,,,
733,P3-005,0,,UINT,0x0000,,,,,,,,255,0x0000,0x0002,0x0000,,,P3-005,P3-005,,0x30A,,,,,,,,,,,,,,,,,,,,,,,,,,
734,P3-000,0,,UINT,0x0000,,,,,,,,255,0x0001,0x007F,0x0001,,,P3-000,P3-000,,0x0300,,,,,,,,,,,,,,,,,,,,,,,,,,
735,P3-001,0,,UINT,0x0000,,,,,,,,255,0x0000,0x0405,0x0000,,,P3-001,P3-001,,0x0302,,,,,,,,,,,,,,,,,,,,,,,,,,
736,P3-002,0,,UINT,0x0000,,,,,,,,255,0x0000,0x0008,0x0000,,,P3-002,P3-002,,0x0304,,,,,,,,,,,,,,,,,,,,,,,,,,
